kilometraje,edad_motor_meses,horas_conduccion,temperatura_motor,falla_15_dias
129573,57,5.9,111.8,1
227029,44,10.9,80.9,0
284238,31,13.4,84.2,0
119281,113,3.6,111.8,1
293141,119,13.2,99.5,1
255428,77,10.0,82.3,1
253121,92,10.8,107.3,1
214260,86,4.9,87.7,1
279155,29,6.0,90.3,0
253565,104,10.0,95.8,1
105420,65,11.7,104.6,1
279321,82,6.2,94.1,0
75975,76,6.2,108.0,1
69348,14,6.2,100.4,0
88932,69,7.0,93.7,0
54392,95,6.5,108.0,1
61699,27,11.4,97.4,0
15813,58,6.0,84.3,0
260197,74,1.3,101.6,1
46959,36,1.9,108.3,1
96789,40,4.8,114.5,0
271510,60,9.5,98.9,0
130711,110,8.0,82.9,0
64175,82,7.8,114.0,1
179363,73,8.9,81.1,1
268159,90,3.4,92.3,1
299670,104,9.6,104.6,1
258753,70,4.9,90.1,1
257606,111,8.5,96.8,1
115782,63,11.8,102.7,1
263850,47,9.9,95.1,0
195811,96,13.0,109.8,1
148477,36,8.2,100.9,0
242608,89,6.8,86.5,0
39852,51,2.5,97.8,0
206381,54,7.6,81.2,0
198911,87,7.2,102.3,1
123811,55,2.5,100.5,0
245143,119,13.9,94.6,1
41522,31,11.9,95.7,0
267503,118,8.6,96.6,0
29458,89,6.7,93.1,0
56605,101,11.1,111.3,1
179542,49,4.2,113.0,1
67327,8,4.6,110.2,0
279927,93,2.6,84.9,1
261270,109,9.3,95.9,0
129325,37,3.9,94.5,0
272162,83,8.8,113.0,1
14791,77,5.9,106.3,1
206894,71,3.4,99.7,1
175337,90,8.3,112.7,1
41277,63,10.9,88.6,1
27322,55,2.6,105.8,0
183731,50,4.5,97.0,0
99367,120,13.1,101.1,1
197980,64,1.7,113.6,1
132793,51,6.0,80.2,0
109649,33,12.0,94.9,0
39132,65,3.7,81.3,0
205821,112,9.0,97.9,1
250651,62,6.0,110.3,1
195068,116,4.6,114.9,1
156271,98,4.6,90.6,0
173211,35,8.5,101.6,0
177359,45,10.1,89.5,1
37170,113,5.5,84.9,0
38682,61,13.5,107.4,1
107241,18,4.9,93.0,0
42381,10,10.0,93.1,0
276957,105,11.5,102.2,1
71273,19,3.2,101.8,0
104945,72,2.0,111.4,1
212177,31,8.3,97.0,0
23434,38,4.6,89.5,0
278154,80,2.6,97.1,1
267865,45,3.7,93.5,0
80989,77,13.2,92.4,1
25467,109,13.3,112.1,1
175620,86,1.6,91.7,0
109668,8,11.5,104.2,1
172610,88,8.7,98.3,1
18677,50,13.6,104.5,1
81858,116,4.0,92.0,0
207616,47,9.2,93.5,0
144320,74,2.5,113.1,1
218009,15,11.2,92.8,0
137174,46,11.9,95.8,0
204560,105,2.3,86.5,0
52258,57,13.0,99.4,0
51183,76,6.1,91.2,0
171640,10,4.9,113.3,1
198057,15,12.3,104.6,1
24598,119,12.2,93.9,1
193402,102,12.2,87.6,1
203524,81,9.9,114.2,1
252537,39,10.1,99.6,1
293443,14,3.7,90.9,0
126440,119,1.4,92.1,0
256618,113,10.1,98.1,1
57464,63,1.3,94.8,0
70543,35,3.1,96.8,0
54960,25,1.4,106.3,1
282623,24,9.2,84.6,0
13133,91,10.8,90.6,0
56875,49,7.7,81.8,0
129702,114,3.6,111.0,1
247682,6,10.9,83.5,1
100514,118,11.7,93.3,0
238762,73,2.6,99.0,1
239234,89,8.9,113.7,1
225506,60,2.9,82.9,0
218391,18,3.1,95.2,0
241596,37,12.3,92.1,1
15629,96,10.7,85.1,0
68121,35,6.1,91.8,0
118014,100,12.7,105.6,1
27825,113,3.8,105.7,1
202336,23,7.9,90.9,0
168935,67,7.7,97.0,1
77317,13,7.8,87.5,0
177767,103,6.1,97.7,0
82620,18,13.9,103.7,1
136356,71,12.4,81.6,1
134223,59,3.6,96.1,0
165170,40,7.9,111.6,1
118778,32,5.6,96.2,0
163310,20,12.5,85.3,1
163815,25,13.6,103.3,1
223171,104,9.6,86.6,1
182013,111,12.0,90.0,1
176204,63,2.2,102.1,1
299646,39,11.9,102.3,1
150361,59,1.4,86.4,0
123300,104,12.4,84.9,1
19436,20,3.4,100.0,0
226813,68,8.9,85.3,0
229856,71,6.4,104.7,1
41117,69,6.9,109.2,1
151543,81,9.6,113.9,1
82452,110,9.5,101.4,0
133010,93,9.8,81.7,0
87985,40,10.6,90.3,0
250222,88,2.2,91.3,1
164675,20,11.4,80.7,0
203677,65,3.2,80.0,0
76951,31,9.3,90.4,0
125106,81,13.8,91.9,0
255743,22,11.8,93.0,0
199410,116,4.6,103.2,1
246044,57,8.0,84.3,0
139298,105,8.5,82.0,0
176099,31,6.4,87.1,0
88617,97,12.2,84.1,0
65577,64,9.1,89.0,0
36748,43,13.3,103.3,1
130754,40,1.8,82.4,0
228633,50,10.4,98.3,0
15386,89,4.3,114.3,1
233012,104,1.6,94.6,1
52306,41,8.7,88.1,0
80187,45,12.8,113.0,1
122096,65,7.4,89.9,0
198959,90,5.9,93.4,0
37627,22,3.4,94.9,0
167739,39,11.0,111.6,1
221825,38,4.5,113.0,1
171321,67,7.4,107.0,1
253413,84,13.4,94.1,1
299362,70,2.9,93.3,1
134841,64,6.6,96.0,0
46208,119,2.2,88.5,0
19696,60,9.0,85.3,0
141863,40,6.4,88.6,0
219434,53,1.9,84.5,0
285071,12,6.4,106.6,1
281381,40,8.5,96.8,0
26396,35,6.0,89.5,0
164321,86,2.9,91.5,0
256923,49,7.9,81.1,0
185372,43,13.0,107.2,1
12465,74,11.1,103.7,1
130173,14,10.6,102.2,1
170383,36,12.7,88.3,0
191063,9,4.9,83.3,0
197386,74,8.2,88.6,1
186130,22,4.2,94.9,0
148326,97,8.1,111.3,1
148170,76,5.5,110.9,1
12705,56,10.8,84.8,0
156474,55,9.0,86.4,0
160017,20,9.4,93.3,0
184793,78,9.8,111.5,1
56267,114,13.3,106.5,1
233543,74,7.2,101.4,1
78786,88,1.5,95.1,0
13439,9,1.1,84.0,0
17499,36,13.9,81.6,0
255981,119,7.8,112.7,1
168757,19,11.2,95.6,1
47028,58,4.3,99.1,0
229566,105,1.8,86.2,1
281899,75,4.9,114.8,1
228666,33,12.9,88.2,0
51342,24,4.0,90.2,0
160861,14,12.2,101.9,0
157146,120,3.3,104.2,1
71148,93,13.4,112.9,1
166244,76,11.1,112.3,1
51838,24,5.9,88.0,0
291021,28,12.1,83.6,0
46745,13,10.8,90.9,0
92888,16,5.7,100.8,0
245103,72,7.8,98.0,1
192412,21,1.7,102.9,1
83839,25,12.9,84.6,0
193372,23,9.4,97.7,0
188678,50,1.7,86.7,0
171699,118,3.0,96.6,1
230941,61,12.7,105.3,1
242721,97,6.1,95.7,0
146907,56,6.7,91.1,0
150417,87,12.9,103.2,1
111074,60,2.7,106.9,0
142224,30,5.4,114.8,1
145065,12,9.1,111.0,1
11540,93,3.3,80.7,0
11890,33,7.3,94.7,0
77531,82,2.6,111.0,1
78900,66,1.1,107.7,1
242824,54,1.7,83.4,0
146498,46,13.9,113.3,1
55635,60,2.9,102.2,1
119190,79,8.2,103.0,1
278293,30,2.7,102.1,1
221268,107,8.0,109.5,1
181889,66,9.4,100.1,1
16735,27,13.6,105.3,1
272144,83,1.3,80.5,0
218789,114,1.8,105.8,1
241022,40,12.9,102.9,1
67904,109,6.9,81.0,0
235880,46,13.1,113.9,1
48441,74,9.9,101.6,0
186363,106,5.3,85.0,0
19776,16,5.1,112.3,0
80844,95,9.1,102.0,1
205753,31,9.0,89.9,0
188642,50,8.9,113.2,1
291189,59,5.8,90.9,0
262926,67,10.6,88.2,1
255909,71,12.8,82.4,1
30112,48,6.2,109.0,1
242130,62,8.9,84.3,0
13349,44,6.0,108.3,0
75497,30,1.3,109.4,1
221072,21,3.7,81.4,0
298527,55,9.6,93.2,0
237717,59,7.4,86.4,0
283320,65,10.6,107.8,1
99581,118,12.0,99.5,1
283936,77,11.9,107.5,1
220198,87,13.3,100.3,1
125069,29,11.6,104.7,1
13537,86,8.8,84.5,0
20841,75,8.6,104.0,1
260100,48,7.1,107.7,1
213746,102,3.9,83.7,1
31742,63,3.9,86.2,0
20197,82,9.3,114.3,1
271301,71,9.6,99.7,0
271907,118,11.7,87.4,1
241239,28,6.6,102.9,1
104062,86,11.4,97.7,1
140761,85,8.4,81.6,0
178884,112,2.7,96.3,0
225103,113,3.2,91.7,1
147787,55,1.1,100.6,0
200935,22,7.6,102.1,1
71558,76,2.1,90.0,0
170732,11,7.4,114.2,1
105477,79,5.7,90.7,0
103738,76,2.1,95.5,0
118769,113,11.7,99.1,1
66391,113,12.2,103.9,1
42265,36,7.4,84.0,0
14461,19,1.7,83.2,0
23616,12,9.2,105.0,1
168330,6,6.4,97.0,0
283617,53,9.8,83.5,0
24870,80,11.6,106.1,1
267525,61,13.3,102.1,1
160944,45,12.4,96.0,0
133079,103,10.8,89.9,1
98150,76,1.3,90.0,0
95991,67,13.3,107.0,1
79936,120,11.3,90.6,1
227054,58,11.0,104.1,1
202353,120,12.1,93.1,1
72476,68,5.2,105.2,1
297100,93,1.4,91.4,0
160627,87,8.3,97.9,0
143143,73,10.7,87.2,1
118258,62,10.6,87.2,0
144392,45,5.4,99.6,0
188404,95,3.8,98.7,0
166603,67,6.1,92.7,0
114008,72,9.4,89.1,0
180557,27,8.9,102.4,1
182043,65,2.3,107.0,1
54301,87,6.2,102.1,1
73333,45,9.2,107.5,1
220669,69,12.4,91.9,1
259849,61,4.9,85.4,1
267960,21,5.7,81.4,0
252609,75,7.5,109.3,1
146641,26,13.7,87.2,0
111464,79,11.2,81.5,1
214592,12,4.9,114.2,1
250234,59,9.4,103.8,1
69010,39,9.2,94.2,0
274627,95,6.1,92.3,1
229946,116,10.9,85.4,1
54120,63,13.0,88.1,0
184314,68,7.6,100.1,1
107386,56,2.0,114.8,0
184157,72,11.7,92.1,1
83226,82,14.0,114.9,1
32345,93,13.3,111.2,1
232725,105,13.2,95.8,1
164941,32,3.5,87.6,0
34159,78,7.7,112.1,1
92406,13,2.7,108.7,1
289123,27,11.9,102.5,1
194029,67,13.1,107.1,1
296183,46,4.4,107.3,1
69303,74,4.5,105.6,1
286373,36,8.3,109.6,1
59443,42,2.0,98.7,0
97366,42,7.7,89.3,0
20963,37,13.1,95.3,0
245564,16,3.0,113.3,1
30753,44,12.4,112.9,1
71933,19,12.0,104.9,1
291919,27,1.9,84.6,0
146409,11,13.9,102.6,1
33729,49,9.8,98.9,0
282577,44,1.7,90.7,0
72817,13,8.0,103.7,1
112372,117,12.6,104.4,1
232666,47,10.8,95.5,1
146050,61,3.7,87.7,0
251905,93,5.3,108.4,1
188632,73,8.6,80.3,1
109313,37,8.6,99.3,0
227915,68,10.4,113.8,1
10235,85,6.0,112.1,1
103322,112,5.6,89.9,0
163065,94,13.8,111.6,1
125465,77,9.0,105.1,1
267173,40,7.5,105.9,1
257099,75,5.4,110.0,1
191805,32,8.3,110.3,1
26871,21,10.9,112.8,1
180562,49,12.9,90.8,0
29458,53,5.9,84.0,0
72510,61,6.5,101.6,0
242599,27,6.9,97.8,0
117618,31,2.9,88.0,0
13973,90,12.7,98.5,1
109902,39,4.4,85.3,0
286988,80,2.7,114.0,1
65176,30,7.4,89.1,0
73913,80,9.8,90.3,0
292186,109,8.5,114.2,1
38390,25,2.9,90.6,0
199049,112,11.8,103.9,1
55961,96,12.0,105.8,1
12803,78,12.7,111.1,1
142480,26,4.2,107.6,1
232110,45,2.7,108.1,1
240794,102,12.9,106.0,1
257090,41,3.0,87.1,0
156958,55,13.0,90.0,1
68898,88,10.2,114.5,1
205374,116,6.9,101.1,1
18277,8,11.5,82.9,0
187245,51,3.3,84.2,0
44455,13,3.1,98.1,0
174222,27,7.9,99.7,0
273417,78,10.4,109.3,1
276612,86,13.2,103.1,1
85546,87,12.4,104.5,1
124835,51,3.3,88.8,0
224066,85,5.1,110.8,1
283495,99,3.4,81.0,0
111311,90,2.7,84.7,0
186647,112,2.3,101.3,0
104734,94,8.3,82.2,0
114789,73,10.7,105.2,1
286347,97,9.6,91.4,1
211616,47,11.7,88.2,0
247981,31,13.3,84.6,1
37200,108,2.1,98.6,0
75388,60,6.9,86.2,0
205283,10,1.6,107.1,1
106933,62,11.5,85.8,0
265715,8,13.9,109.2,1
48193,114,8.2,95.2,0
50083,87,12.0,101.5,1
172576,55,13.1,100.7,0
112820,56,9.3,111.9,0
58180,113,3.9,93.7,0
271462,100,1.3,111.1,1
270705,13,7.8,106.3,1
88875,28,10.5,99.5,0
28637,66,8.7,90.4,0
104801,85,13.5,100.5,1
123141,13,12.6,92.4,0
168832,104,1.1,82.4,1
86585,84,14.0,107.4,1
111594,99,11.4,80.3,0
286211,61,2.6,100.8,0
254138,114,3.5,95.8,0
299490,11,3.2,113.5,1
72924,119,10.9,107.3,1
264303,50,6.7,97.8,0
268984,37,6.2,90.4,0
23937,60,11.0,108.3,1
269520,96,11.7,98.3,1
161430,49,8.1,98.1,0
239518,82,4.2,102.2,1
145431,76,8.6,92.4,0
30244,93,13.5,105.7,1
131328,19,6.7,113.0,1
131639,115,13.0,84.8,0
140696,38,1.4,93.8,0
219627,99,6.8,94.0,1
255776,19,11.0,89.1,0
88639,35,2.6,83.2,0
46499,38,9.3,109.0,0
96086,18,5.0,88.8,0
229743,36,1.8,92.1,0
175377,44,5.2,96.6,0
19144,109,4.6,81.4,0
181418,20,3.1,104.1,1
76813,87,7.2,85.4,0
255416,93,12.1,89.3,1
138286,104,11.7,89.6,1
182474,67,8.0,108.2,1
13484,9,4.9,101.9,0
262350,16,11.1,88.1,1
288838,92,9.1,94.5,0
146916,55,6.5,102.0,0
64132,34,13.1,90.8,0
149334,63,8.8,107.9,1
132482,26,1.9,91.4,0
181199,21,12.8,110.4,1
100081,35,3.4,90.4,0
274545,85,12.3,80.4,1
168622,65,2.0,103.4,1
29227,81,1.8,112.3,1
46947,74,11.2,81.9,1
214842,8,5.2,80.3,0
41485,88,3.5,113.8,1
61409,12,12.6,86.7,0
263734,24,5.1,83.4,0
91399,46,11.8,110.9,1
155289,45,5.3,97.3,0
228907,13,1.3,111.4,1
154082,85,13.4,104.3,1
27308,97,7.4,87.3,0
71489,87,9.4,95.7,0
205310,85,6.1,88.7,0
261485,95,3.7,103.6,1
82949,97,8.5,90.0,0
44406,98,7.1,90.6,0
130250,54,3.0,106.7,1
189658,45,2.3,97.7,0
262020,119,9.9,82.0,0
65037,89,13.7,98.0,0
285308,106,5.3,106.9,1
196454,53,2.2,97.1,0
128426,67,1.4,110.6,1
214415,67,11.8,89.4,1
56241,96,7.3,87.5,0
270510,107,11.2,90.6,1
178264,35,4.4,85.7,0
216372,15,2.5,90.0,0
172040,110,13.1,83.6,1
62974,14,8.1,80.7,0
58426,38,4.5,112.0,1
240697,65,12.5,84.7,1
201584,111,6.9,114.8,1
93223,61,6.3,114.3,1
195058,98,13.3,94.8,1
153806,50,3.7,113.8,1
73539,79,4.9,80.6,0
182898,6,10.5,88.6,1
15781,82,11.2,81.2,1
58309,67,9.9,93.3,0
149103,75,2.1,89.8,0
169553,100,9.3,114.4,1
121062,29,1.7,99.0,0
141641,52,2.2,100.9,0
63020,72,9.2,103.0,1
38426,31,8.6,107.4,0
280609,119,7.9,107.9,1
154067,117,13.2,101.0,1
44436,20,11.8,80.8,0
134771,94,5.7,100.7,0
209956,20,12.9,80.2,0
76462,29,8.5,86.5,0
162481,39,11.2,110.2,1
285399,84,5.0,110.8,1
36263,20,11.1,98.5,0
288075,42,13.5,100.0,0
274391,54,4.3,98.8,0
40035,84,7.4,83.3,0
31468,23,9.1,109.4,1
201619,120,8.7,85.3,0
269574,119,8.1,86.0,1
32035,36,6.7,84.7,0
100998,84,11.8,100.5,1
115901,94,1.2,98.6,0
75213,36,11.3,96.3,0
270528,18,9.5,92.4,0
62196,65,12.0,84.8,0
272220,84,11.6,101.0,1
48619,75,11.6,103.7,1
232488,90,12.8,97.3,1
169334,49,7.2,88.4,0
64279,79,4.5,80.2,0
187102,13,11.6,80.4,0
31721,22,1.8,87.1,0
253495,37,10.0,91.6,0
107016,42,8.7,84.1,0
150686,32,6.5,91.0,0
265535,58,13.1,95.7,1
109266,63,1.2,96.4,0
39024,68,12.6,91.7,0
64796,32,6.0,87.8,0
108326,32,1.9,108.8,1
104336,10,4.8,103.9,0
92521,49,6.9,94.9,0
123981,85,2.9,114.5,1
22098,112,7.8,96.1,0
177497,103,13.3,104.0,1
120683,70,13.8,80.9,0
19541,33,1.6,90.6,0
112121,77,3.4,112.1,1
277538,14,8.5,97.9,0
273923,68,12.9,108.0,1
255761,45,5.2,82.6,0
158552,104,8.2,109.0,1
109550,90,7.3,103.9,1
119900,36,8.3,82.8,0
207560,41,1.3,100.3,0
236837,117,13.9,114.2,1
147230,14,10.7,113.6,1
233060,58,10.9,113.9,1
270475,7,3.9,85.2,0
53095,106,10.7,85.6,0
145457,93,9.2,110.7,1
146528,95,12.5,92.5,0
247009,114,3.5,81.4,0
264047,83,2.3,113.5,1
233106,73,12.8,100.4,1
246320,16,5.2,84.7,0
33655,29,11.4,101.1,0
127556,27,12.5,93.6,0
61875,14,2.9,85.8,0
19780,118,9.5,85.0,0
135413,70,3.3,93.4,0
140308,61,4.5,94.6,0
216472,42,1.8,92.0,0
69721,87,10.2,84.5,0
191271,28,11.5,94.0,0
96363,63,3.0,96.1,0
68111,97,8.1,105.8,1
128314,14,5.7,95.4,0
266090,75,8.0,81.2,0
273325,82,8.1,95.6,0
48325,43,8.0,101.2,0
118759,39,6.2,84.5,0
97266,108,2.3,86.3,0
222302,92,13.9,112.6,1
142966,85,4.0,90.0,0
65773,85,1.7,108.7,1
13690,23,1.3,114.2,1
180798,66,1.3,84.4,0
285106,38,1.3,94.0,0
185308,19,9.3,93.5,0
88330,8,8.2,91.8,0
64660,100,3.1,95.5,0
215072,22,5.4,104.3,1
237826,6,12.6,109.5,1
47343,109,11.0,85.7,0
280372,52,12.0,110.6,1
270377,36,11.8,86.0,0
33546,67,11.3,98.4,0
42754,89,3.3,93.2,0
264387,95,11.8,97.8,1
78754,119,9.9,107.4,1
133530,16,13.5,111.2,1
59785,103,6.6,85.6,0
23910,94,8.4,109.9,1
106973,98,3.1,93.3,0
46150,25,12.7,84.7,0
43820,45,10.7,103.2,1
271876,73,11.6,104.4,1
263491,99,3.4,87.2,1
72915,88,1.2,90.7,0
19627,51,7.8,82.7,0
245973,29,1.2,101.2,0
163075,18,6.2,92.7,0
278496,23,5.7,114.0,1
39424,81,12.9,85.2,0
43252,101,5.8,91.9,0
127958,62,9.4,83.5,0
138296,42,10.3,107.8,1
77505,53,3.5,109.9,1
28295,64,2.8,113.4,1
130505,8,6.9,82.2,0
100735,31,13.1,101.6,0
27178,85,11.0,96.7,1
26970,103,14.0,93.9,0
185584,37,12.4,96.6,1
86705,93,8.4,103.3,1
85309,74,9.3,85.8,0
81244,27,1.6,115.0,0
214442,15,13.5,80.7,0
62699,86,7.9,94.1,0
257961,85,13.9,111.0,1
298113,48,1.1,80.1,0
269586,12,3.2,106.8,1
243805,69,9.3,91.2,0
114192,82,8.8,88.9,0
240962,89,10.1,112.4,1
160860,81,12.3,86.4,1
206965,18,7.6,107.3,1
67979,56,9.8,103.3,0
43809,42,8.8,105.5,0
11495,53,5.3,110.3,0
165405,86,11.7,95.8,1
226477,16,9.1,103.6,1
35381,107,12.4,95.6,0
291629,61,11.2,113.6,1
46891,88,11.2,111.5,1
35885,11,11.4,82.9,0
11708,100,8.9,96.3,0
233124,13,1.3,112.3,1
185601,7,2.2,103.0,1
214391,82,4.0,108.7,1
253527,76,5.2,84.2,0
217083,98,7.6,105.3,1
219175,53,8.8,105.5,1
84142,79,12.0,110.4,1
266638,60,9.6,82.6,0
245381,120,1.9,88.5,0
12454,12,4.4,88.3,0
234444,108,12.3,90.1,1
289285,114,8.0,88.9,0
254816,49,6.7,111.5,1
298568,67,5.7,106.3,1
102433,79,4.0,84.5,0
150486,103,8.4,96.8,1
150120,14,8.9,90.8,0
250903,75,13.0,95.1,1
271251,65,9.3,91.4,1
100263,10,13.0,90.8,0
298077,52,8.3,103.7,1
147341,18,11.0,97.7,0
200521,17,7.8,91.0,0
171352,40,11.5,99.7,1
49324,38,13.0,80.8,0
238673,47,10.7,83.4,1
149224,63,2.6,94.7,0
149550,28,5.3,83.3,0
126596,43,13.3,108.1,1
64883,102,11.0,103.9,1
73117,76,7.4,110.0,1
10743,55,5.4,93.6,0
26952,69,3.4,83.8,0
169367,61,12.1,93.5,1
294704,85,11.8,81.5,1
264927,119,11.7,110.9,1
183708,13,5.3,103.1,1
44740,104,7.9,105.2,1
159128,25,3.8,84.8,0
271858,42,12.9,101.2,0
277003,107,2.6,110.7,1
264770,30,3.6,99.1,0
200853,97,10.2,84.0,1
92326,118,12.6,100.5,0
108487,99,3.0,104.8,1
57680,29,7.8,90.9,0
298478,50,9.0,114.5,1
277548,56,3.1,98.6,0
113064,58,13.2,93.2,0
144247,57,11.7,97.3,0
171599,76,6.2,100.3,0
249322,23,8.2,109.0,1
90661,55,9.1,105.7,1
206633,14,7.6,98.4,0
275906,107,11.6,100.8,1
85129,39,12.1,93.0,0
19203,84,12.7,84.7,1
169235,114,4.0,114.4,1
40042,32,8.5,97.4,0
93115,15,11.2,105.7,1
282817,83,7.9,82.2,0
51972,30,3.7,114.8,0
156549,118,8.2,80.3,1
118178,89,5.2,80.4,0
112548,75,12.4,87.5,0
14356,47,8.6,103.7,1
167137,33,2.5,106.7,1
185285,78,7.3,86.6,0
270651,79,8.1,111.2,1
177818,86,2.9,96.3,1
188098,7,1.6,90.9,0
171158,20,12.3,94.0,1
28014,38,13.9,96.2,0
13086,119,4.9,106.6,1
179089,110,12.7,109.4,1
268969,43,10.5,101.9,1
186073,87,7.6,85.0,1
147672,11,12.6,111.5,1
214486,33,5.0,86.4,0
18370,35,4.0,111.0,1
292198,15,12.4,99.1,1
49987,73,4.0,98.7,0
168911,89,7.5,102.8,1
284061,23,6.0,107.0,1
157622,13,6.2,113.2,1
163555,68,2.0,109.7,1
29963,22,4.1,108.6,0
207550,63,5.2,104.8,1
270867,25,12.7,110.1,1
236912,63,7.1,82.4,0
24345,102,5.8,109.9,1
221199,38,4.7,89.2,0
242390,87,12.1,80.5,1
82190,6,7.3,89.7,0
57172,35,1.4,112.5,1
20065,73,9.1,81.9,0
23532,104,9.1,108.2,1
52253,56,10.6,92.2,0
133635,26,10.1,93.7,0
253156,62,3.2,85.6,1
30727,68,12.5,100.3,0
118943,32,4.4,86.1,0
71286,14,10.9,91.9,0
186551,76,9.9,100.3,1
230624,68,12.2,83.4,1
83228,58,3.3,90.6,0
39445,118,1.8,104.5,1
30102,15,4.9,111.6,0
199801,28,6.2,87.8,0
210521,48,5.2,108.0,1
16295,20,7.7,88.1,0
204149,14,11.5,107.0,1
144824,21,5.4,84.3,0
55406,21,7.0,110.7,0
188174,84,10.3,110.5,1
259691,58,4.8,96.3,0
135771,47,13.1,93.5,0
274723,113,9.6,106.3,1
179430,111,10.3,88.9,1
202118,88,1.0,103.3,1
93410,92,6.7,90.0,0
199468,90,10.3,92.2,1
13433,50,8.5,92.5,0
148561,104,13.7,110.5,1
154238,120,4.1,89.7,0
137349,25,11.0,90.0,0
150481,29,2.3,96.8,0
107785,108,2.2,83.8,0
15097,16,8.8,91.6,0
71744,92,12.3,95.3,0
231419,49,3.8,96.6,0
16561,9,8.9,90.2,0
117382,96,8.2,103.6,1
154078,45,3.2,83.0,0
212934,53,9.6,81.1,0
50789,102,1.9,101.4,0
168716,118,9.4,95.6,0
215670,38,1.9,98.0,0
101755,102,4.4,87.6,0
210306,94,3.2,88.7,0
46848,74,5.3,114.9,1
75141,25,9.8,99.1,0
290789,27,10.4,110.1,1
240334,52,4.3,87.7,0
272858,100,3.6,84.0,1
176711,108,8.0,90.8,1
238180,62,3.6,89.4,0
274488,96,10.3,100.4,1
68711,97,8.0,99.7,0
298041,83,2.0,110.9,1
74777,113,11.8,85.6,1
109054,101,10.6,97.5,1
134412,73,1.1,101.9,0
189271,103,7.7,92.8,0
139517,81,12.4,100.5,1
177289,54,3.9,112.8,1
171272,23,12.2,80.9,0
21282,63,12.6,84.2,0
291313,9,11.9,84.7,1
231020,48,9.5,113.6,1
137262,73,13.8,84.8,1
176874,38,3.7,93.5,0
188636,105,2.9,83.2,0
271376,52,3.5,85.8,0
228598,29,3.6,92.4,0
223322,78,5.5,106.2,1
145419,31,3.1,93.2,0
217014,65,4.3,86.3,1
47581,92,7.1,90.9,0
27088,119,2.9,85.9,0
283132,47,12.8,111.9,1
24523,28,7.3,108.2,1
37865,43,9.7,83.0,0
146190,21,4.0,93.2,0
139976,101,9.9,84.9,0
22659,64,7.4,96.2,0
180083,70,1.1,84.0,1
283308,117,1.3,85.3,0
126666,50,6.2,88.7,0
156158,82,13.7,106.0,1
272129,53,4.1,88.4,0
284390,10,8.2,89.6,0
108571,108,13.2,92.4,1
190893,57,11.3,108.5,1
29566,15,9.2,89.1,0
155353,66,7.7,91.0,0
79668,15,10.5,88.4,0
20325,15,10.7,86.5,0
257522,68,12.7,96.3,1
191815,26,10.3,96.1,1
147086,21,7.3,95.4,0
216213,47,10.4,108.7,1
98437,16,4.6,90.9,0
273154,44,1.1,80.7,0
176243,50,2.0,83.6,0
20721,55,12.9,103.5,1
74514,90,13.1,108.7,1
111378,107,9.1,102.2,1
158459,21,6.1,81.0,0
147844,84,2.9,114.3,1
179521,32,11.5,110.2,1
227100,96,9.5,95.3,0
164291,43,13.7,89.8,1
195049,100,5.8,87.3,0
265446,97,1.9,83.1,1
39659,43,9.8,86.9,0
187362,109,12.6,97.8,1
275384,47,9.9,110.6,1
36592,14,13.1,94.2,0
160980,40,13.3,94.4,1
214611,47,9.5,111.3,1
230625,18,10.0,114.5,1
159841,17,13.9,87.3,1
100887,8,8.4,91.4,0
269055,38,4.1,113.5,1
210723,94,3.2,104.9,1
204766,76,5.1,103.6,1
227768,97,5.7,106.4,1
79645,68,1.2,92.8,0
189579,55,6.6,97.2,0
148786,37,7.6,112.0,1
285302,90,6.6,111.1,1
33376,37,6.8,105.0,1
98595,105,9.9,83.4,0
297337,34,2.1,111.5,1
188373,73,8.2,113.4,1
234413,11,7.1,113.4,1
282230,24,7.6,106.8,1
233862,78,14.0,114.5,1
251402,26,5.6,101.3,0
223893,23,5.7,90.6,0
163672,41,8.1,96.9,0
237155,85,6.4,98.9,0
277052,14,4.9,80.8,0
182232,98,6.4,81.2,1
186431,37,6.4,107.6,1
147318,9,2.7,98.3,0
152659,7,12.2,81.4,0
94481,59,13.7,100.0,0
106067,120,9.7,112.8,1
260541,73,6.0,113.6,1
254345,40,4.4,108.3,1
107033,98,9.1,92.7,0
57288,84,3.4,106.5,1
235309,102,8.9,84.6,1
297824,32,13.9,99.6,1
279734,6,11.8,108.6,1
36105,70,11.4,84.3,0
45166,26,1.3,90.4,0
172335,36,2.5,88.3,0
290771,7,11.5,91.9,1
236523,29,10.0,83.7,0
174104,19,10.4,83.1,1
136851,75,2.6,95.6,0
18499,104,10.1,109.7,1
40149,59,3.2,106.5,1
41484,94,6.9,97.3,0
152348,107,2.0,95.6,1
88608,50,8.4,102.2,1
134580,115,11.1,107.7,1
278603,14,3.9,88.7,0
249173,84,4.1,100.3,0
198962,77,1.3,83.0,0
159243,14,6.0,96.1,0
125822,116,2.8,84.0,0
269686,31,12.8,98.4,1
99322,42,12.6,98.9,0
89336,101,7.7,106.2,1
44965,59,1.7,84.9,0
51314,40,9.3,98.4,0
30660,21,1.5,87.5,0
141066,105,9.4,107.5,1
76561,18,13.2,100.7,0
247324,22,9.9,85.7,0
87385,93,5.4,108.6,1
297672,83,5.6,112.2,1
55803,61,2.9,90.7,0
86797,24,3.0,90.8,0
122541,113,3.5,94.5,0
